[my_website] Crawled: 12 URLs in 0.76 seconds
[my_website] queue size: 0
         810738 function calls (790128 primitive calls) in 3.783 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 corecffi.py:374(unref)
        1    0.000    0.000    0.000    0.000 utils.py:247(is_multi_byte_encoding)
        1    0.000    0.000    0.000    0.000 kcomponents.py:197(_AntiGraph)
        1    0.000    0.000    0.000    0.000 connection.py:133(__init__)
        1    0.000    0.000    0.000    0.000 core.py:51(where)
        1    0.000    0.000    0.000    0.000 elements.py:2893(OperatorExpression)
        1    0.000    0.000    0.000    0.000 visitors.py:443(HasTraverseInternals)
        1    0.000    0.000    0.000    0.000 elements.py:4094(GroupedElement)
        1    0.000    0.000    0.000    0.000 monkey.py:1322(_get_script_help)
        2    0.000    0.000    0.000    0.000 _common.py:60(get_package)
        1    0.000    0.000    0.000    0.000 url.py:80(Url)
       12    0.000    0.000    0.000    0.000 {built-in function id}
        1    0.000    0.000    0.000    0.000 tempfile.py:805(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        3    0.000    0.000    0.000    0.000 inspect.py:3043(from_callable)
        1    0.000    0.000    0.009    0.009 _socketcommon.py:205(getaddrinfo)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1266(IPv4Address)
        1    0.000    0.000    0.000    0.000 sqltypes.py:985(SchemaType)
        1    0.000    0.000    0.000    0.000 ismags.py:1(<module>)
        1    0.000    0.000    0.014    0.014 monkey.py:542(patch_queue)
       59    0.000    0.000    0.000    0.000 inspect.py:2732(name)
        1    0.000    0.000    0.000    0.000 datetime.py:2091(__add__)
        3    0.000    0.000    0.000    0.000 base.py:336(_accept_with)
        1    0.000    0.000    0.000    0.000 declarations.py:727(__init__)
        2    0.000    0.000    0.001    0.001 __init__.py:1600(_log)
        6    0.000    0.000    0.000    0.000 utf_8.py:19(encode)
        1    0.000    0.000    0.000    0.000 _threading.py:135(__init__)
        4    0.000    0.000    0.000    0.000 base.py:426(__init__)
        2    0.000    0.000    0.003    0.001 platform.py:801(__getitem__)
        1    0.000    0.000    0.000    0.000 threadpool.py:244(ThreadPool)
       36    0.000    0.000    0.000    0.000 nx_agraph.py:177(<dictcomp>)
        3    0.000    0.000    0.000    0.000 __init__.py:426(validate)
        1    0.000    0.000    0.000    0.000 pathlib.py:128(<setcomp>)
        1    0.000    0.000    0.001    0.001 beamsearch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hierarchy.py:1(<module>)
       42    0.000    0.000    0.000    0.000 _py_collections.py:93(__init__)
        1    0.000    0.000    0.000    0.000 _greenlet_primitives.py:37(__init__)
        1    0.000    0.000    0.000    0.000 base.py:477(ManagesConnection)
        4    0.000    0.000    0.000    0.000 dataclasses.py:1014(<listcomp>)
     40/0    0.000    0.000    0.000          {method 'remove' of 'list' objects}
        6    0.000    0.000    0.000    0.000 base_events.py:582(_check_running)
        1    0.000    0.000    0.000    0.000 vertex_cover.py:1(<module>)
       10    0.000    0.000    0.000    0.000 typing_extensions.py:915(<lambda>)
        1    0.000    0.000    0.000    0.000 elements.py:2717(False_)
        1    0.000    0.000    0.000    0.000 functions.py:1984(percent_rank)
        2    0.000    0.000    0.000    0.000 pathlib.py:865(parent)
        1    0.000    0.000    0.000    0.000 __init__.py:2140(debug)
        1    0.000    0.000    0.001    0.001 branchings.py:1383(ArborescenceIterator)
        1    0.000    0.000    0.000    0.000 __init__.py:235(DeprecatedList)
        1    0.000    0.000    0.000    0.000 weakref.py:191(__setitem__)
        8    0.000    0.000    0.000    0.000 typing.py:1712(runtime_checkable)
        1    0.000    0.000    0.000    0.000 ssl.py:159(TLSVersion)
        1    0.000    0.000    0.000    0.000 threading.py:1493(_register_atexit)
        1    0.000    0.000    0.000    0.000 elements.py:1946(WrapsColumnExpression)
        4    0.000    0.000    0.000    0.000 response.py:9(is_fp_closed)
        8    0.000    0.000    0.000    0.000 decorators.py:263(np_random_state)
        1    0.000    0.000    0.000    0.000 functions.py:761(FunctionAsBinary)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectable.py:1936(TableSample)
        1    0.000    0.000    0.000    0.000 type_api.py:167(Comparator)
        1    0.000    0.000    0.000    0.000 functions.py:1399(GenericFunction)
       33    0.000    0.000    0.000    0.000 enum.py:1055(<lambda>)
        1    0.000    0.000    0.000    0.000 watcher.py:151(io)
        1    0.000    0.000    0.000    0.000 _socket3.py:147(type)
        4    0.000    0.000    0.003    0.001 dataclasses.py:1174(wrap)
        1    0.000    0.000    0.000    0.000 time_series.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
        1    0.000    0.000    0.032    0.032 ssl.py:113(wrap_socket)
        3    0.000    0.000    0.000    0.000 _adapters.py:78(wrap_spec)
       22    0.000    0.000    0.000    0.000 declarations.py:583(<listcomp>)
        1    0.000    0.000    0.000    0.000 callback.py:13(callback)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
        1    0.000    0.000    0.000    0.000 declarations.py:192(_ImmutableDeclaration)
        1    0.000    0.000    0.000    0.000 ramsey.py:1(<module>)
        1    0.000    0.000    0.000    0.000 greenlet.py:223(_green_create_main)
        1    0.000    0.000    0.000    0.000 {method 'seed' of 'Random' objects}
        1    0.000    0.000    0.000    0.000 corecffi.py:283(_init_and_start_check)
        1    0.000    0.000    0.000    0.000 spectral.py:1(<module>)
       20    0.000    0.000    0.000    0.000 dataclasses.py:395(<genexpr>)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:53(_commit_removals)
        2    0.000    0.000    0.000    0.000 _socketcommon.py:506(gettimeout)
        1    0.000    0.000    0.000    0.000 selector_events.py:82(close)
        1    0.000    0.000    0.000    0.000 mis.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:1066(__init__)
        1    0.000    0.000    0.000    0.000 sqltypes.py:349(Integer)
        1    0.000    0.000    0.000    0.000 watcher.py:62(watcher)
        3    0.000    0.000    0.000    0.000 registry.py:333(base_listen)
        3    0.000    0.000    0.000    0.000 _adapters.py:11(__init__)
        1    0.000    0.000    0.000    0.000 selector_events.py:252(_add_reader)
        1    0.000    0.000    0.000    0.000 exception.py:1(<module>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:163(PoolManager)
        1    0.000    0.000    0.000    0.000 watcher.py:603(StatMixin)
        1    0.000    0.000    0.000    0.000 corecffi.py:257(__init__)
        4    0.000    0.000    0.000    0.000 legacy.py:51(leg)
        1    0.000    0.000    0.000    0.000 interface.py:682(InterfaceClass)
        1    0.000    0.000    0.000    0.000 threading.py:589(wait)
        4    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 exceptions.py:34(_TargetInvalid)
        5    0.000    0.000    0.000    0.000 argparse.py:1374(_registry_get)
        1    0.000    0.000    0.000    0.000 msvcrt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:176(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 _config.py:271(BoolSettingMixin)
       10    0.000    0.000    0.000    0.000 _text.py:79(__hash__)
        2    0.000    0.000    0.000    0.000 __init__.py:1680(callHandlers)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 _request_methods.py:20(RequestMethods)
        4    0.000    0.000    0.000    0.000 functools.py:856(register)
        1    0.000    0.000    0.000    0.000 abc.py:312(ResourceReader)
        2    0.000    0.000    0.000    0.000 _common.py:55(resolve)
        1    0.000    0.000    0.001    0.001 decoder.py:113(load)
        1    0.000    0.000    0.000    0.000 bethehessianmatrix.py:1(<module>)
       12    0.000    0.000    0.000    0.000 cookies.py:87(get_new_headers)
        2    0.000    0.000    0.000    0.000 selectors.py:70(__getitem__)
        1    0.000    0.000    0.000    0.000 selectable.py:1039(SelectLabelStyle)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:1636(addHandler)
       40    0.000    0.000    0.000    0.000 preloaded.py:125(<lambda>)
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
      2/1    0.000    0.000    0.000    0.000 event.py:329(get)
        3    0.000    0.000    0.000    0.000 futures.py:236(remove_done_callback)
        7    0.000    0.000    0.000    0.000 md.py:360(__init__)
        1    0.000    0.000    0.000    0.000 elements.py:3449(Cast)
        1    0.000    0.000    0.000    0.000 attr.py:307(_EmptyListener)
        1    0.000    0.000    0.000    0.000 declarations.py:791(Provides)
        1    0.000    0.000    0.000    0.000 laplacian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 semiconnected.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coroutines.py:36(CoroWrapper)
        1    0.000    0.000    0.000    0.000 deprecations.py:287(<dictcomp>)
        1    0.000    0.000    0.000    0.000 util.py:1041(ClauseAdapter)
        1    0.000    0.000    0.000    0.000 ssl.py:452(_ASN1Object)
        1    0.000    0.000    0.000    0.000 _collections.py:102(__setitem__)
        1    0.000    0.000    0.000    0.000 text.py:14(BaseGlyphs)
       12    0.000    0.000    0.000    0.000 reportviews.py:188(__getitem__)
        1    0.000    0.000    0.000    0.000 weakref.py:221(get)
        1    0.000    0.000    0.000    0.000 selectable.py:420(HasSuffixes)
        2    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        1    0.000    0.000    0.000    0.000 sslproto.py:283(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 functions.py:1572(next_value)
        1    0.000    0.000    0.000    0.000 spectral_graph_forge.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:128(_DefaultDescriptionTuple)
        1    0.000    0.000    0.000    0.000 __init__.py:1627(InputElement)
        1    0.000    0.000    0.000    0.000 argparse.py:1925(take_action)
        1    0.000    0.000    0.000    0.000 cytoscape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threadpool.py:695(_FutureProxy)
        1    0.000    0.000    0.000    0.000 declarations.py:275(Implements)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:2039(consume_positionals)
        3    0.000    0.000    0.000    0.000 __init__.py:247(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 subprocess.py:1052(__exit__)
        1    0.000    0.000    0.000    0.000 cache_key.py:421(CacheKey)
        1    0.000    0.000    0.000    0.000 interface.py:989(Method)
       36    0.000    0.000    0.000    0.000 reportviews.py:774(<lambda>)
        6    0.000    0.000    0.000    0.000 _config.py:135(_convert)
        1    0.000    0.000    0.000    0.000 selectable.py:4978(_MemoizedSelectEntities)
        1    0.000    0.000    0.000    0.000 idna.py:298(getregentry)
        1    0.000    0.000    0.000    0.000 neighbor_degree.py:1(<module>)
        2    0.000    0.000    0.000    0.000 loop.py:722(async_)
        1    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
        7    0.000    0.000    0.000    0.000 md.py:462(__init__)
        1    0.000    0.000    0.000    0.000 events.py:728(_init_event_loop_policy)
        2    0.000    0.000    0.000    0.000 argparse.py:1574(_pop_action_class)
        3    0.000    0.000    0.000    0.000 __init__.py:1255(__init__)
       12    0.000    0.000    0.000    0.000 proxy.py:11(connection_requires_http_tunnel)
        3    0.000    0.000    0.000    0.000 compiler.py:880(__init_subclass__)
        1    0.000    0.000    0.000    0.000 elements.py:4383(FunctionFilter)
        1    0.000    0.000    0.000    0.000 extendability.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function.py:1131(selfloop_edges)
        1    0.000    0.000    0.000    0.000 schema.py:5971(Identity)
        1    0.000    0.000    0.000    0.000 threadpool.py:598(__init__)
        1    0.000    0.000    0.000    0.000 base.py:3296(OptionEngineMixin)
        1    0.000    0.000    0.000    0.000 inspect.py:2009(_signature_is_builtin)
        1    0.000    0.000    0.000    0.000 scraper.py:15(Scraper)
        1    0.000    0.000    0.000    0.000 _setmixin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _waiter.py:27(Waiter)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2380(deprecated)
        1    0.000    0.000    0.000    0.000 threading.py:986(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 elements.py:230(CompilerElement)
        1    0.000    0.000    0.000    0.000 ro.py:467(_ROComparison)
        1    0.000    0.000    0.000    0.000 base.py:208(SingletonConstant)
        1    0.000    0.000    0.000    0.000 type_api.py:1673(__init__)
        1    0.000    0.000    0.000    0.000 codecs.py:1016(getwriter)
        1    0.000    0.000    0.000    0.000 feedparser.py:46(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 utils.py:898(default_headers)
        1    0.000    0.000    0.000    0.000 connectionpool.py:82(__init__)
        1    0.000    0.000    0.000    0.000 _pypy_util_cffi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 redundancy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        2    0.000    0.000    0.000    0.000 selectors.py:181(get_key)
        1    0.000    0.000    0.000    0.000 compiler.py:6319(StrSQLCompiler)
       10    0.000    0.000    0.000    0.000 __init__.py:306(make_new_hash)
        1    0.000    0.000    0.000    0.000 request.py:1694(URLopener)
       50    0.000    0.000    0.000    0.000 inspect.py:2744(kind)
        1    0.000    0.000    0.001    0.001 mst.py:968(SpanningTreeIterator)
